[2026-05-21 15:21:08] [INFO    ] discord.client: logging in using static token
[2026-05-21 15:21:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 6, 'op': 0, 'd': {'webhook_id': '1507073069074874419', 'type': 20, 'tts': False, 'timestamp': '2026-05-21T20:21:14.839000+00:00', 'pinned': False, 'nonce': '1507116082463244288', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1507077895540048065'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-05-21T17:49:30.536357+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'scar_agathor', 'public_flags': 0, 'primary_guild': None, 'id': '661983459954262036', 'global_name': 'jean pork', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '7ac59364ff9f929e9ccbe5a2ff8c6257'}, 'type': 2, 'name': 'viewmytasks', 'id': '1507116081272197170', 'command_type': 1, 'authorizing_integration_owners': {'0': '1498392028378173461'}}, 'interaction': {'user': {'username': 'scar_agathor', 'public_flags': 0, 'primary_guild': None, 'id': '661983459954262036', 'global_name': 'jean pork', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '7ac59364ff9f929e9ccbe5a2ff8c6257'}, 'type': 2, 'name': 'viewmytasks', 'member': {'roles': ['1498394076884635740'], 'premium_since': None, 'pending': False, 'nick': 'Eddie', 'mute': False, 'joined_at': '2026-04-27T18:34:58.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1507116081272197170'}, 'id': '1507116082115117309', 'flags': 128, 'embeds': [], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1498392287816712292', 'author': {'username': 'Dipersa Test', 'public_flags': 0, 'primary_guild': None, 'id': '1507073069074874419', 'global_name': None, 'display_name_styles': None, 'discriminator': '2699', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1507073069074874419', 'guild_id': '1498392028378173461'}}
[2026-05-21 15:21:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-05-21 15:21:15] [DEBUG   ] discord.client: Dispatching event message
[2026-05-21 15:21:15] [DEBUG   ] discord.webhook.async_: Webhook ID 1507116081272197170 with POST https://discord.com/api/v10/interactions/1507116081272197170/aW50ZXJhY3Rpb246MTUwNzExNjA4MTI3MjE5NzE3MDp6bTlETkRmSkZZbjljd0w0dTBETFh2U2JYbGQ2Y1hTc0pvSjVBOTJwSnB0NVNTRkRMeWR0Uzd1TEpCeFptd0pBVWY0WFBXbDd1UmEyQ2NpQ2R1TGpJRkVtZk9BVWM5YmtHN2FRRzZJa3REY2U5c0x1RXM5aFlMT2I2N0RZS0xRQw/callback has returned status code 200
[2026-05-21 15:21:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 7, 'op': 0, 'd': {'webhook_id': '1507073069074874419', 'type': 20, 'tts': False, 'timestamp': '2026-05-21T20:21:14.839000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1507077895540048065'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-05-21T17:49:30.536357+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'scar_agathor', 'public_flags': 0, 'primary_guild': None, 'id': '661983459954262036', 'global_name': 'jean pork', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '7ac59364ff9f929e9ccbe5a2ff8c6257'}, 'type': 2, 'name': 'viewmytasks', 'id': '1507116081272197170', 'command_type': 1, 'authorizing_integration_owners': {'0': '1498392028378173461'}}, 'interaction': {'user': {'username': 'scar_agathor', 'public_flags': 0, 'primary_guild': None, 'id': '661983459954262036', 'global_name': 'jean pork', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '7ac59364ff9f929e9ccbe5a2ff8c6257'}, 'type': 2, 'name': 'viewmytasks', 'member': {'roles': ['1498394076884635740'], 'premium_since': None, 'pending': False, 'nick': 'Eddie', 'mute': False, 'joined_at': '2026-04-27T18:34:58.498000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1507116081272197170'}, 'id': '1507116082115117309', 'flags': 0, 'embeds': [{'type': 'rich', 'title': 'Your Tasks', 'id': '1507116119524380840', 'fields': [{'value': 'Testing View Tasks', 'name': 'Task 1', 'inline': False}, {'value': 'Internal Tools', 'name': 'Team', 'inline': True}, {'value': 'Current Sprint', 'name': 'List', 'inline': True}, {'value': 'not started', 'name': 'Status', 'inline': True}, {'value': 'None', 'name': 'Priotity', 'inline': True}, {'value': 'None', 'name': 'Deadline', 'inline': True}, {'value': '88389270', 'name': 'Created By', 'inline': True}, {'value': '<@661983459954262036>', 'name': 'Assigned to', 'inline': True}, {'value': 'Discord bot for click up', 'name': 'Task 2', 'inline': False}, {'value': 'Internal Tools', 'name': 'Team', 'inline': True}, {'value': 'Current Sprint', 'name': 'List', 'inline': True}, {'value': 'in progress', 'name': 'Status', 'inline': True}, {'value': 'low', 'name': 'Priotity', 'inline': True}, {'value': 'None', 'name': 'Deadline', 'inline': True}, {'value': '89212007', 'name': 'Created By', 'inline': True}, {'value': '<@661983459954262036>', 'name': 'Assigned to', 'inline': True}, {'value': 'Testing view Tasks', 'name': 'Task 3', 'inline': False}, {'value': 'Infrastructure', 'name': 'Team', 'inline': True}, {'value': 'Bugs', 'name': 'List', 'inline': True}, {'value': 'waiting for triage', 'name': 'Status', 'inline': True}, {'value': 'None', 'name': 'Priotity', 'inline': True}, {'value': 'None', 'name': 'Deadline', 'inline': True}, {'value': '88389270', 'name': 'Created By', 'inline': True}, {'value': '<@661983459954262036>', 'name': 'Assigned to', 'inline': True}], 'content_scan_version': 0, 'color': 3066993}], 'edited_timestamp': None, 'content': '', 'components': [], 'channel_type': 0, 'channel_id': '1498392287816712292', 'author': {'username': 'Dipersa Test', 'public_flags': 0, 'primary_guild': None, 'id': '1507073069074874419', 'global_name': None, 'display_name_styles': None, 'discriminator': '2699', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1507073069074874419', 'guild_id': '1498392028378173461'}}
[2026-05-21 15:21:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-05-21 15:21:24] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-05-21 15:21:24] [DEBUG   ] discord.client: Dispatching event message_edit
[2026-05-21 15:21:24] [DEBUG   ] discord.webhook.async_: Webhook ID 1507073069074874419 with POST https://discord.com/api/v10/webhooks/1507073069074874419/aW50ZXJhY3Rpb246MTUwNzExNjA4MTI3MjE5NzE3MDp6bTlETkRmSkZZbjljd0w0dTBETFh2U2JYbGQ2Y1hTc0pvSjVBOTJwSnB0NVNTRkRMeWR0Uzd1TEpCeFptd0pBVWY0WFBXbDd1UmEyQ2NpQ2R1TGpJRkVtZk9BVWM5YmtHN2FRRzZJa3REY2U5c0x1RXM5aFlMT2I2N0RZS0xRQw has returned status code 200
[2026-05-21 15:21:24] [DEBUG   ] discord.client: Dispatching event app_command_completion
